transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,date,month,month_name,quarter,year_month
TXN0000047380,2024-05-22 11:37:15,P2M,Transport,212,SUCCESS,36-45,18-25,Gujarat,Axis,ICICI,Android,3G,0,11,Wednesday,0,2024-05-22,5,May,Q2,2024-05
TXN0000047381,2024-06-09 09:07:35,P2P,Fuel,1077,SUCCESS,18-25,36-45,Rajasthan,ICICI,HDFC,iOS,5G,0,9,Sunday,1,2024-06-09,6,Jun,Q2,2024-06
TXN0000047382,2024-07-12 09:19:40,Recharge,Grocery,353,SUCCESS,56+,26-35,Maharashtra,IndusInd,PNB,Android,4G,0,9,Friday,0,2024-07-12,7,Jul,Q3,2024-07
TXN0000047383,2024-11-08 20:45:22,P2P,Other,386,SUCCESS,56+,18-25,Maharashtra,Axis,SBI,Web,4G,0,20,Friday,0,2024-11-08,11,Nov,Q4,2024-11
TXN0000047384,2024-02-01 06:33:24,P2P,Fuel,4851,SUCCESS,46-55,36-45,Rajasthan,IndusInd,SBI,Android,4G,0,6,Thursday,0,2024-02-01,2,Feb,Q1,2024-02
TXN0000047385,2024-03-24 08:19:48,P2P,Utilities,2570,FAILED,26-35,56+,Karnataka,ICICI,SBI,Android,4G,0,8,Sunday,1,2024-03-24,3,Mar,Q1,2024-03
TXN0000047386,2024-06-19 23:37:32,P2M,Grocery,471,SUCCESS,36-45,18-25,Karnataka,PNB,SBI,Android,4G,0,23,Wednesday,0,2024-06-19,6,Jun,Q2,2024-06
TXN0000047387,2024-12-09 12:24:32,P2P,Shopping,2012,SUCCESS,26-35,26-35,Telangana,PNB,Axis,Android,4G,0,12,Monday,0,2024-12-09,12,Dec,Q4,2024-12
TXN0000047388,2024-09-11 23:09:36,P2P,Food,284,SUCCESS,46-55,18-25,Karnataka,SBI,ICICI,Android,4G,0,23,Wednesday,0,2024-09-11,9,Sep,Q3,2024-09
TXN0000047389,2024-04-02 06:09:24,P2P,Utilities,312,SUCCESS,26-35,26-35,Tamil Nadu,IndusInd,HDFC,Android,3G,0,6,Tuesday,0,2024-04-02,4,Apr,Q2,2024-04
TXN0000047390,2024-08-17 15:20:06,P2P,Grocery,238,SUCCESS,26-35,26-35,Uttar Pradesh,PNB,ICICI,Android,4G,0,15,Saturday,1,2024-08-17,8,Aug,Q3,2024-08
TXN0000047391,2024-09-14 18:27:22,Bill Payment,Healthcare,201,SUCCESS,18-25,46-55,Rajasthan,HDFC,Axis,iOS,5G,0,18,Saturday,1,2024-09-14,9,Sep,Q3,2024-09
TXN0000047392,2024-08-14 20:23:01,P2P,Food,160,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,SBI,Android,5G,0,20,Wednesday,0,2024-08-14,8,Aug,Q3,2024-08
TXN0000047393,2024-02-14 16:59:44,P2P,Transport,84,SUCCESS,26-35,46-55,Gujarat,ICICI,HDFC,iOS,4G,0,16,Wednesday,0,2024-02-14,2,Feb,Q1,2024-02
TXN0000047394,2024-01-12 23:11:48,P2M,Grocery,768,SUCCESS,18-25,26-35,Karnataka,ICICI,SBI,Android,5G,0,23,Friday,0,2024-01-12,1,Jan,Q1,2024-01
TXN0000047395,2024-08-25 20:34:46,Bill Payment,Fuel,3801,SUCCESS,36-45,36-45,Karnataka,SBI,IndusInd,Android,4G,0,20,Sunday,1,2024-08-25,8,Aug,Q3,2024-08
TXN0000047396,2024-07-30 07:37:44,P2M,Food,1208,SUCCESS,56+,26-35,Telangana,Kotak,Axis,Android,4G,0,7,Tuesday,0,2024-07-30,7,Jul,Q3,2024-07
TXN0000047397,2024-11-04 19:07:54,P2M,Utilities,3674,SUCCESS,18-25,26-35,Rajasthan,HDFC,SBI,Android,3G,0,19,Monday,0,2024-11-04,11,Nov,Q4,2024-11
TXN0000047398,2024-01-27 19:34:03,P2M,Fuel,6662,SUCCESS,36-45,36-45,Maharashtra,ICICI,PNB,Android,4G,0,19,Saturday,1,2024-01-27,1,Jan,Q1,2024-01
TXN0000047399,2024-09-14 19:58:04,P2M,Transport,1006,SUCCESS,46-55,18-25,Delhi,SBI,SBI,Android,4G,0,19,Saturday,1,2024-09-14,9,Sep,Q3,2024-09
TXN0000047400,2024-03-12 10:43:25,Bill Payment,Fuel,686,SUCCESS,46-55,26-35,West Bengal,ICICI,SBI,Android,4G,0,10,Tuesday,0,2024-03-12,3,Mar,Q1,2024-03
TXN0000047401,2024-08-15 08:14:09,P2M,Grocery,226,SUCCESS,46-55,36-45,West Bengal,SBI,ICICI,iOS,4G,0,8,Thursday,0,2024-08-15,8,Aug,Q3,2024-08
TXN0000047402,2024-09-20 23:43:39,P2M,Food,100,SUCCESS,18-25,26-35,Uttar Pradesh,HDFC,SBI,Android,WiFi,0,23,Friday,0,2024-09-20,9,Sep,Q3,2024-09
TXN0000047403,2024-02-04 17:55:05,P2P,Food,450,SUCCESS,36-45,26-35,Gujarat,PNB,IndusInd,iOS,5G,0,17,Sunday,1,2024-02-04,2,Feb,Q1,2024-02
TXN0000047404,2024-01-05 17:15:17,P2M,Entertainment,1396,SUCCESS,18-25,18-25,Karnataka,Yes Bank,Axis,Android,4G,0,17,Friday,0,2024-01-05,1,Jan,Q1,2024-01
TXN0000047405,2024-06-09 23:12:41,P2M,Shopping,350,SUCCESS,18-25,46-55,Gujarat,ICICI,Yes Bank,Android,4G,0,23,Sunday,1,2024-06-09,6,Jun,Q2,2024-06
TXN0000047406,2024-08-20 20:50:41,P2P,Grocery,4215,SUCCESS,36-45,26-35,West Bengal,Axis,IndusInd,Android,5G,0,20,Tuesday,0,2024-08-20,8,Aug,Q3,2024-08
TXN0000047407,2024-07-10 00:12:13,P2P,Healthcare,229,SUCCESS,26-35,56+,Rajasthan,HDFC,Kotak,Android,4G,0,0,Wednesday,0,2024-07-10,7,Jul,Q3,2024-07
TXN0000047408,2024-08-22 10:36:16,P2M,Other,868,FAILED,26-35,18-25,West Bengal,PNB,SBI,Android,5G,0,10,Thursday,0,2024-08-22,8,Aug,Q3,2024-08
TXN0000047409,2024-11-17 17:09:01,P2P,Entertainment,167,SUCCESS,26-35,26-35,West Bengal,Axis,Axis,Web,4G,0,17,Sunday,1,2024-11-17,11,Nov,Q4,2024-11
TXN0000047410,2024-01-08 08:13:27,P2P,Fuel,774,SUCCESS,26-35,36-45,Maharashtra,PNB,SBI,iOS,4G,0,8,Monday,0,2024-01-08,1,Jan,Q1,2024-01
TXN0000047411,2024-08-31 21:38:04,Recharge,Transport,75,SUCCESS,18-25,46-55,Uttar Pradesh,PNB,HDFC,Android,4G,0,21,Saturday,1,2024-08-31,8,Aug,Q3,2024-08
TXN0000047412,2024-07-17 09:35:14,P2P,Other,556,SUCCESS,36-45,26-35,Rajasthan,Axis,SBI,Android,4G,0,9,Wednesday,0,2024-07-17,7,Jul,Q3,2024-07
TXN0000047413,2024-11-22 22:34:38,P2M,Grocery,1881,SUCCESS,18-25,18-25,Tamil Nadu,SBI,IndusInd,Android,3G,0,22,Friday,0,2024-11-22,11,Nov,Q4,2024-11
TXN0000047414,2024-08-25 19:09:28,P2P,Healthcare,159,SUCCESS,18-25,46-55,Telangana,SBI,SBI,Android,4G,0,19,Sunday,1,2024-08-25,8,Aug,Q3,2024-08
TXN0000047415,2024-07-13 13:48:51,Recharge,Food,592,SUCCESS,26-35,26-35,Telangana,Kotak,ICICI,Android,4G,0,13,Saturday,1,2024-07-13,7,Jul,Q3,2024-07
TXN0000047416,2024-06-17 18:56:46,P2P,Grocery,437,SUCCESS,36-45,36-45,Karnataka,IndusInd,SBI,Android,4G,0,18,Monday,0,2024-06-17,6,Jun,Q2,2024-06
TXN0000047417,2024-02-05 18:12:36,P2M,Utilities,3380,SUCCESS,46-55,26-35,Andhra Pradesh,ICICI,ICICI,Android,5G,0,18,Monday,0,2024-02-05,2,Feb,Q1,2024-02
TXN0000047418,2024-01-31 21:27:55,Bill Payment,Entertainment,293,SUCCESS,46-55,36-45,Delhi,SBI,PNB,iOS,5G,0,21,Wednesday,0,2024-01-31,1,Jan,Q1,2024-01
TXN0000047419,2024-11-21 14:58:54,P2M,Fuel,563,SUCCESS,26-35,26-35,West Bengal,HDFC,PNB,Android,5G,0,14,Thursday,0,2024-11-21,11,Nov,Q4,2024-11
TXN0000047420,2024-11-01 15:11:42,P2M,Healthcare,457,SUCCESS,26-35,26-35,Delhi,HDFC,Kotak,Android,5G,0,15,Friday,0,2024-11-01,11,Nov,Q4,2024-11
TXN0000047421,2024-03-31 22:16:57,Bill Payment,Transport,158,SUCCESS,36-45,18-25,Karnataka,SBI,SBI,iOS,4G,0,22,Sunday,1,2024-03-31,3,Mar,Q1,2024-03
TXN0000047422,2024-09-26 02:15:36,P2M,Transport,68,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,IndusInd,Android,WiFi,0,2,Thursday,0,2024-09-26,9,Sep,Q3,2024-09
TXN0000047423,2024-06-26 09:59:50,P2P,Fuel,3200,SUCCESS,26-35,36-45,Delhi,HDFC,HDFC,Android,4G,0,9,Wednesday,0,2024-06-26,6,Jun,Q2,2024-06
TXN0000047424,2024-07-01 09:00:54,P2P,Grocery,160,SUCCESS,18-25,46-55,Delhi,ICICI,SBI,iOS,4G,0,9,Monday,0,2024-07-01,7,Jul,Q3,2024-07
TXN0000047425,2024-06-02 21:28:59,P2M,Grocery,1003,SUCCESS,18-25,26-35,Andhra Pradesh,IndusInd,HDFC,Android,WiFi,0,21,Sunday,1,2024-06-02,6,Jun,Q2,2024-06
TXN0000047426,2024-02-03 18:31:19,P2M,Healthcare,256,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Android,WiFi,0,18,Saturday,1,2024-02-03,2,Feb,Q1,2024-02
TXN0000047427,2024-07-14 17:59:11,Recharge,Grocery,5689,SUCCESS,46-55,46-55,West Bengal,PNB,SBI,Android,4G,0,17,Sunday,1,2024-07-14,7,Jul,Q3,2024-07
TXN0000047428,2024-04-30 19:51:16,Bill Payment,Fuel,2390,FAILED,26-35,26-35,Delhi,IndusInd,SBI,Android,5G,0,19,Tuesday,0,2024-04-30,4,Apr,Q2,2024-04
TXN0000047429,2024-04-28 21:22:40,P2M,Grocery,531,FAILED,18-25,18-25,West Bengal,HDFC,SBI,Android,4G,0,21,Sunday,1,2024-04-28,4,Apr,Q2,2024-04
TXN0000047430,2024-07-24 18:10:34,P2P,Shopping,3726,SUCCESS,36-45,26-35,Rajasthan,SBI,HDFC,Android,5G,0,18,Wednesday,0,2024-07-24,7,Jul,Q3,2024-07
TXN0000047431,2024-03-22 13:01:08,Bill Payment,Grocery,2010,SUCCESS,26-35,26-35,Rajasthan,IndusInd,HDFC,Android,4G,0,13,Friday,0,2024-03-22,3,Mar,Q1,2024-03
TXN0000047432,2024-08-23 09:36:09,P2M,Fuel,1258,SUCCESS,18-25,26-35,Karnataka,ICICI,SBI,Android,WiFi,0,9,Friday,0,2024-08-23,8,Aug,Q3,2024-08
TXN0000047433,2024-04-10 13:33:57,P2M,Shopping,6136,SUCCESS,46-55,18-25,Maharashtra,Axis,SBI,Android,WiFi,0,13,Wednesday,0,2024-04-10,4,Apr,Q2,2024-04
TXN0000047434,2024-08-05 06:38:13,P2P,Grocery,691,FAILED,36-45,26-35,Maharashtra,Kotak,Kotak,Android,4G,0,6,Monday,0,2024-08-05,8,Aug,Q3,2024-08
TXN0000047435,2024-11-18 12:21:49,Bill Payment,Education,7782,SUCCESS,18-25,36-45,Maharashtra,ICICI,HDFC,Android,4G,0,12,Monday,0,2024-11-18,11,Nov,Q4,2024-11
TXN0000047436,2024-04-05 20:10:58,P2M,Food,356,SUCCESS,26-35,18-25,West Bengal,SBI,ICICI,Android,5G,0,20,Friday,0,2024-04-05,4,Apr,Q2,2024-04
TXN0000047437,2024-07-02 22:50:45,Bill Payment,Utilities,3469,SUCCESS,36-45,18-25,Rajasthan,Axis,HDFC,Android,4G,0,22,Tuesday,0,2024-07-02,7,Jul,Q3,2024-07
TXN0000047438,2024-04-08 21:14:48,P2P,Food,86,SUCCESS,26-35,18-25,West Bengal,PNB,PNB,Android,4G,0,21,Monday,0,2024-04-08,4,Apr,Q2,2024-04
TXN0000047439,2024-05-22 20:43:11,Recharge,Shopping,340,SUCCESS,46-55,56+,West Bengal,IndusInd,HDFC,Android,4G,0,20,Wednesday,0,2024-05-22,5,May,Q2,2024-05
TXN0000047440,2024-11-04 16:21:19,P2P,Grocery,1913,SUCCESS,26-35,36-45,Rajasthan,SBI,HDFC,Android,3G,0,16,Monday,0,2024-11-04,11,Nov,Q4,2024-11
TXN0000047441,2024-10-17 10:16:53,P2P,Healthcare,607,SUCCESS,26-35,18-25,Maharashtra,HDFC,SBI,Android,4G,0,10,Thursday,0,2024-10-17,10,Oct,Q4,2024-10
TXN0000047442,2024-06-03 12:11:36,P2P,Fuel,526,SUCCESS,26-35,26-35,Telangana,Axis,Axis,Android,4G,0,12,Monday,0,2024-06-03,6,Jun,Q2,2024-06
TXN0000047443,2024-05-13 19:25:53,P2M,Food,1819,SUCCESS,18-25,26-35,Telangana,HDFC,ICICI,iOS,4G,0,19,Monday,0,2024-05-13,5,May,Q2,2024-05
TXN0000047444,2024-04-22 11:45:07,P2P,Healthcare,910,SUCCESS,26-35,26-35,Karnataka,ICICI,SBI,Web,5G,0,11,Monday,0,2024-04-22,4,Apr,Q2,2024-04
TXN0000047445,2024-12-30 10:32:35,P2P,Other,334,SUCCESS,18-25,36-45,Maharashtra,IndusInd,IndusInd,Web,4G,0,10,Monday,0,2024-12-30,12,Dec,Q4,2024-12
TXN0000047446,2024-11-10 10:58:06,P2P,Food,451,SUCCESS,36-45,36-45,Karnataka,HDFC,ICICI,Android,4G,0,10,Sunday,1,2024-11-10,11,Nov,Q4,2024-11
TXN0000047447,2024-03-16 11:44:09,P2P,Food,677,SUCCESS,26-35,18-25,Karnataka,SBI,Yes Bank,Android,4G,0,11,Saturday,1,2024-03-16,3,Mar,Q1,2024-03
TXN0000047448,2024-07-19 20:25:26,Bill Payment,Shopping,1874,SUCCESS,36-45,18-25,Gujarat,Axis,PNB,Android,WiFi,0,20,Friday,0,2024-07-19,7,Jul,Q3,2024-07
TXN0000047449,2024-06-28 21:25:15,Recharge,Shopping,1506,SUCCESS,46-55,18-25,Uttar Pradesh,IndusInd,Yes Bank,iOS,4G,0,21,Friday,0,2024-06-28,6,Jun,Q2,2024-06
TXN0000047450,2024-02-21 11:49:17,P2M,Utilities,2231,SUCCESS,46-55,46-55,Telangana,HDFC,SBI,Android,5G,0,11,Wednesday,0,2024-02-21,2,Feb,Q1,2024-02
TXN0000047451,2024-06-08 20:57:48,Recharge,Other,353,SUCCESS,18-25,46-55,Gujarat,SBI,HDFC,Android,5G,0,20,Saturday,1,2024-06-08,6,Jun,Q2,2024-06
TXN0000047452,2024-08-06 11:42:00,Bill Payment,Grocery,2002,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,Axis,Android,4G,0,11,Tuesday,0,2024-08-06,8,Aug,Q3,2024-08
TXN0000047453,2024-04-20 15:11:21,P2P,Utilities,2261,SUCCESS,26-35,26-35,Tamil Nadu,SBI,SBI,iOS,5G,0,15,Saturday,1,2024-04-20,4,Apr,Q2,2024-04
TXN0000047454,2024-12-24 21:12:57,Recharge,Transport,138,SUCCESS,18-25,36-45,West Bengal,PNB,SBI,Android,4G,0,21,Tuesday,0,2024-12-24,12,Dec,Q4,2024-12
TXN0000047455,2024-04-11 09:53:46,P2P,Fuel,309,SUCCESS,26-35,18-25,Uttar Pradesh,ICICI,HDFC,iOS,4G,0,9,Thursday,0,2024-04-11,4,Apr,Q2,2024-04
TXN0000047456,2024-10-09 01:49:37,P2P,Shopping,5351,SUCCESS,36-45,26-35,Rajasthan,PNB,PNB,Android,5G,0,1,Wednesday,0,2024-10-09,10,Oct,Q4,2024-10
TXN0000047457,2024-03-25 20:37:06,P2M,Entertainment,316,SUCCESS,18-25,36-45,Andhra Pradesh,HDFC,Kotak,Android,4G,0,20,Monday,0,2024-03-25,3,Mar,Q1,2024-03
TXN0000047458,2024-07-15 12:42:55,Bill Payment,Transport,60,SUCCESS,36-45,18-25,Andhra Pradesh,HDFC,ICICI,iOS,4G,0,12,Monday,0,2024-07-15,7,Jul,Q3,2024-07
TXN0000047459,2024-10-22 22:24:22,Bill Payment,Grocery,117,SUCCESS,36-45,18-25,Telangana,SBI,PNB,Android,5G,0,22,Tuesday,0,2024-10-22,10,Oct,Q4,2024-10
TXN0000047460,2024-07-30 08:52:35,P2P,Food,88,SUCCESS,26-35,18-25,Uttar Pradesh,Axis,HDFC,Android,4G,0,8,Tuesday,0,2024-07-30,7,Jul,Q3,2024-07
TXN0000047461,2024-11-14 08:14:38,Bill Payment,Utilities,5270,SUCCESS,36-45,26-35,Karnataka,Kotak,SBI,Android,4G,0,8,Thursday,0,2024-11-14,11,Nov,Q4,2024-11
TXN0000047462,2024-05-29 16:52:34,P2M,Shopping,7997,SUCCESS,46-55,26-35,Andhra Pradesh,PNB,SBI,Android,4G,0,16,Wednesday,0,2024-05-29,5,May,Q2,2024-05
TXN0000047463,2024-04-12 12:16:26,P2M,Shopping,5840,SUCCESS,18-25,18-25,Karnataka,HDFC,IndusInd,iOS,4G,0,12,Friday,0,2024-04-12,4,Apr,Q2,2024-04
TXN0000047464,2024-02-19 13:27:10,Recharge,Entertainment,302,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,HDFC,Android,5G,0,13,Monday,0,2024-02-19,2,Feb,Q1,2024-02
TXN0000047465,2024-11-21 22:32:03,P2P,Utilities,4531,SUCCESS,36-45,18-25,Karnataka,ICICI,SBI,Android,5G,0,22,Thursday,0,2024-11-21,11,Nov,Q4,2024-11
TXN0000047466,2024-08-29 12:22:41,Bill Payment,Fuel,2465,SUCCESS,18-25,36-45,Uttar Pradesh,SBI,PNB,Android,4G,0,12,Thursday,0,2024-08-29,8,Aug,Q3,2024-08
TXN0000047467,2024-11-29 19:54:34,Recharge,Grocery,251,SUCCESS,18-25,18-25,Maharashtra,HDFC,Axis,Android,WiFi,0,19,Friday,0,2024-11-29,11,Nov,Q4,2024-11
TXN0000047468,2024-09-07 11:41:49,P2P,Education,3311,FAILED,18-25,18-25,Rajasthan,SBI,Kotak,Android,4G,0,11,Saturday,1,2024-09-07,9,Sep,Q3,2024-09
TXN0000047469,2024-06-20 10:45:51,P2P,Shopping,254,SUCCESS,46-55,18-25,Karnataka,PNB,PNB,iOS,5G,0,10,Thursday,0,2024-06-20,6,Jun,Q2,2024-06
TXN0000047470,2024-02-11 10:14:25,P2P,Grocery,1753,SUCCESS,18-25,46-55,Delhi,Yes Bank,Axis,Android,4G,0,10,Sunday,1,2024-02-11,2,Feb,Q1,2024-02
TXN0000047471,2024-02-29 17:12:35,P2M,Fuel,566,SUCCESS,26-35,36-45,Rajasthan,PNB,PNB,Android,4G,0,17,Thursday,0,2024-02-29,2,Feb,Q1,2024-02
TXN0000047472,2024-04-16 21:23:42,P2M,Transport,128,SUCCESS,36-45,18-25,Karnataka,ICICI,ICICI,iOS,4G,0,21,Tuesday,0,2024-04-16,4,Apr,Q2,2024-04
TXN0000047473,2024-01-27 18:52:17,P2M,Healthcare,877,SUCCESS,36-45,36-45,Andhra Pradesh,SBI,Axis,Android,4G,0,18,Saturday,1,2024-01-27,1,Jan,Q1,2024-01
TXN0000047474,2024-03-01 12:26:51,P2M,Other,224,SUCCESS,18-25,26-35,West Bengal,ICICI,Yes Bank,Web,5G,0,12,Friday,0,2024-03-01,3,Mar,Q1,2024-03
TXN0000047475,2024-05-30 20:51:18,P2P,Grocery,958,SUCCESS,26-35,18-25,Rajasthan,Axis,HDFC,Android,4G,0,20,Thursday,0,2024-05-30,5,May,Q2,2024-05
TXN0000047476,2024-11-11 21:11:55,Bill Payment,Education,6162,SUCCESS,26-35,18-25,Delhi,Axis,SBI,Android,4G,0,21,Monday,0,2024-11-11,11,Nov,Q4,2024-11
TXN0000047477,2024-12-23 18:20:59,P2M,Utilities,2702,FAILED,46-55,26-35,Andhra Pradesh,SBI,SBI,iOS,4G,0,18,Monday,0,2024-12-23,12,Dec,Q4,2024-12
TXN0000047478,2024-01-12 18:58:22,Recharge,Food,128,SUCCESS,18-25,36-45,Rajasthan,Axis,Axis,Android,4G,0,18,Friday,0,2024-01-12,1,Jan,Q1,2024-01
TXN0000047479,2024-04-12 13:24:47,Bill Payment,Entertainment,468,SUCCESS,26-35,18-25,Rajasthan,Yes Bank,Axis,Android,3G,0,13,Friday,0,2024-04-12,4,Apr,Q2,2024-04
TXN0000047480,2024-03-03 19:04:30,P2P,Transport,466,SUCCESS,36-45,18-25,Maharashtra,ICICI,PNB,iOS,5G,0,19,Sunday,1,2024-03-03,3,Mar,Q1,2024-03
TXN0000047481,2024-09-07 19:05:01,P2M,Transport,193,SUCCESS,26-35,18-25,West Bengal,PNB,SBI,Android,4G,0,19,Saturday,1,2024-09-07,9,Sep,Q3,2024-09
TXN0000047482,2024-03-06 11:03:48,P2P,Entertainment,204,SUCCESS,18-25,36-45,Tamil Nadu,Kotak,Axis,Android,4G,0,11,Wednesday,0,2024-03-06,3,Mar,Q1,2024-03
TXN0000047483,2024-02-28 18:54:40,P2P,Food,301,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,Yes Bank,Android,4G,0,18,Wednesday,0,2024-02-28,2,Feb,Q1,2024-02
TXN0000047484,2024-03-16 10:40:55,P2P,Grocery,393,SUCCESS,26-35,18-25,Tamil Nadu,PNB,IndusInd,Android,5G,0,10,Saturday,1,2024-03-16,3,Mar,Q1,2024-03
TXN0000047485,2024-07-19 21:44:37,P2P,Food,106,SUCCESS,18-25,26-35,Gujarat,HDFC,SBI,Android,4G,0,21,Friday,0,2024-07-19,7,Jul,Q3,2024-07
TXN0000047486,2024-05-09 17:23:52,P2P,Entertainment,859,SUCCESS,26-35,36-45,Delhi,HDFC,Kotak,iOS,4G,0,17,Thursday,0,2024-05-09,5,May,Q2,2024-05
TXN0000047487,2024-01-30 18:36:10,P2P,Other,1000,SUCCESS,36-45,36-45,Delhi,SBI,Yes Bank,Android,4G,0,18,Tuesday,0,2024-01-30,1,Jan,Q1,2024-01
TXN0000047488,2024-06-19 10:20:46,P2P,Entertainment,245,SUCCESS,36-45,18-25,Telangana,ICICI,SBI,Android,4G,0,10,Wednesday,0,2024-06-19,6,Jun,Q2,2024-06
TXN0000047489,2024-09-03 12:05:31,Bill Payment,Food,1664,SUCCESS,36-45,18-25,Karnataka,HDFC,Axis,iOS,3G,0,12,Tuesday,0,2024-09-03,9,Sep,Q3,2024-09
TXN0000047490,2024-08-13 09:36:30,P2M,Education,1800,SUCCESS,36-45,26-35,Tamil Nadu,Yes Bank,IndusInd,iOS,4G,0,9,Tuesday,0,2024-08-13,8,Aug,Q3,2024-08
TXN0000047491,2024-12-27 18:35:47,P2M,Shopping,1668,SUCCESS,18-25,18-25,Delhi,PNB,SBI,iOS,3G,0,18,Friday,0,2024-12-27,12,Dec,Q4,2024-12
TXN0000047492,2024-03-07 08:00:10,P2M,Utilities,754,SUCCESS,36-45,18-25,Tamil Nadu,ICICI,Yes Bank,Android,4G,0,8,Thursday,0,2024-03-07,3,Mar,Q1,2024-03
TXN0000047493,2024-01-29 13:01:00,P2M,Grocery,1435,SUCCESS,18-25,56+,Andhra Pradesh,Axis,IndusInd,Web,5G,0,13,Monday,0,2024-01-29,1,Jan,Q1,2024-01
TXN0000047494,2024-05-20 21:08:34,P2P,Other,342,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,IndusInd,Android,4G,0,21,Monday,0,2024-05-20,5,May,Q2,2024-05
TXN0000047495,2024-09-28 11:01:57,Bill Payment,Utilities,2806,SUCCESS,26-35,26-35,Gujarat,SBI,Yes Bank,Android,5G,0,11,Saturday,1,2024-09-28,9,Sep,Q3,2024-09
TXN0000047496,2024-12-18 13:35:18,P2P,Entertainment,248,SUCCESS,18-25,18-25,Karnataka,SBI,ICICI,Android,WiFi,0,13,Wednesday,0,2024-12-18,12,Dec,Q4,2024-12
TXN0000047497,2024-07-16 03:56:52,P2M,Grocery,250,SUCCESS,36-45,36-45,Karnataka,IndusInd,Kotak,Android,4G,0,3,Tuesday,0,2024-07-16,7,Jul,Q3,2024-07
TXN0000047498,2024-07-17 10:33:58,P2P,Transport,40,SUCCESS,36-45,18-25,Maharashtra,IndusInd,Axis,iOS,3G,0,10,Wednesday,0,2024-07-17,7,Jul,Q3,2024-07
TXN0000047499,2024-02-09 01:16:05,P2P,Grocery,2053,SUCCESS,36-45,36-45,Uttar Pradesh,Yes Bank,SBI,iOS,WiFi,0,1,Friday,0,2024-02-09,2,Feb,Q1,2024-02
TXN0000047500,2024-12-13 10:38:54,P2P,Utilities,2199,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,SBI,Android,5G,0,10,Friday,0,2024-12-13,12,Dec,Q4,2024-12
TXN0000047501,2024-12-30 10:57:55,P2P,Grocery,135,SUCCESS,26-35,26-35,West Bengal,SBI,SBI,Android,5G,0,10,Monday,0,2024-12-30,12,Dec,Q4,2024-12
TXN0000047502,2024-08-31 17:33:23,P2P,Food,101,SUCCESS,26-35,18-25,Maharashtra,Kotak,ICICI,Android,3G,0,17,Saturday,1,2024-08-31,8,Aug,Q3,2024-08
TXN0000047503,2024-08-09 17:52:05,Bill Payment,Utilities,4599,FAILED,26-35,18-25,Gujarat,ICICI,ICICI,Web,4G,0,17,Friday,0,2024-08-09,8,Aug,Q3,2024-08
TXN0000047504,2024-01-30 17:58:05,P2M,Food,267,SUCCESS,36-45,18-25,Delhi,IndusInd,Axis,Android,5G,0,17,Tuesday,0,2024-01-30,1,Jan,Q1,2024-01
TXN0000047505,2024-03-29 21:48:31,Bill Payment,Grocery,347,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,ICICI,Android,4G,0,21,Friday,0,2024-03-29,3,Mar,Q1,2024-03
TXN0000047506,2024-07-23 21:02:46,P2P,Shopping,3607,SUCCESS,26-35,26-35,West Bengal,HDFC,HDFC,iOS,5G,0,21,Tuesday,0,2024-07-23,7,Jul,Q3,2024-07
TXN0000047507,2024-07-24 22:29:31,P2P,Shopping,420,SUCCESS,36-45,18-25,Telangana,Axis,Yes Bank,Android,5G,0,22,Wednesday,0,2024-07-24,7,Jul,Q3,2024-07
TXN0000047508,2024-07-21 10:47:54,Bill Payment,Grocery,2374,SUCCESS,46-55,18-25,Gujarat,SBI,Axis,Android,4G,0,10,Sunday,1,2024-07-21,7,Jul,Q3,2024-07
TXN0000047509,2024-04-03 03:07:53,P2P,Food,371,SUCCESS,26-35,46-55,Gujarat,SBI,SBI,iOS,5G,0,3,Wednesday,0,2024-04-03,4,Apr,Q2,2024-04
TXN0000047510,2024-07-10 17:52:13,Bill Payment,Fuel,355,SUCCESS,18-25,18-25,Andhra Pradesh,IndusInd,HDFC,Android,4G,0,17,Wednesday,0,2024-07-10,7,Jul,Q3,2024-07
TXN0000047511,2024-01-06 23:28:35,P2M,Other,781,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,IndusInd,Android,5G,0,23,Saturday,1,2024-01-06,1,Jan,Q1,2024-01
TXN0000047512,2024-02-22 14:35:22,P2M,Entertainment,189,SUCCESS,26-35,46-55,Karnataka,PNB,Axis,Android,4G,0,14,Thursday,0,2024-02-22,2,Feb,Q1,2024-02
TXN0000047513,2024-02-26 18:56:48,Bill Payment,Entertainment,293,SUCCESS,26-35,26-35,Rajasthan,SBI,SBI,Android,5G,0,18,Monday,0,2024-02-26,2,Feb,Q1,2024-02
